residence_hall,time,raw,norm,score
Teter,9:30:00 AM,50,-0.821096922,
Teter,10:00:00 AM,57,-0.694151016,
Teter,10:30:00 AM,72,-0.422124075,
Teter,11:00:00 AM,95,-0.0050161,
Teter,11:30:00 AM,123,0.502767523,
Teter,12:00:00 PM,138,0.774794464,
Teter,12:30:00 PM,146,0.919875499,
Teter,1:00:00 PM,145,0.901740369,
Teter,1:30:00 PM,162,1.210037569,
Teter,2:00:00 PM,173,1.409523992,
Teter,2:30:00 PM,184,1.609010415,
Teter,3:00:00 PM,173,1.409523992,
Teter,3:30:00 PM,180,1.536469898,
Teter,4:00:00 PM,173,1.409523992,
Teter,4:30:00 PM,161,1.19190244,
Teter,5:00:00 PM,145,0.901740369,
Teter,5:30:00 PM,145,0.901740369,
Teter,6:00:00 PM,155,1.083091663,
Teter,6:30:00 PM,150,0.992416016,
Teter,7:00:00 PM,136,0.738524205,
Teter,7:30:00 PM,113,0.321416229,
Teter,8:00:00 PM,114,0.339551359,
Teter,8:30:00 PM,128,0.59344317,
Teter,9:00:00 PM,132,0.665983687,
Teter,9:30:00 PM,129,0.611578299,
Teter,10:00:00 PM,116,0.375821617,
Teter,10:30:00 PM,111,0.28514597,
Teter,11:00:00 PM,120,0.448362135,
Teter,11:30:00 PM,106,0.194470324,
Tulip Tree,12:00:00 AM,78,0.156415359,
Tulip Tree,12:30:00 AM,63,-0.231869247,
Tulip Tree,1:00:00 AM,54,-0.464840011,
Tulip Tree,1:30:00 AM,38,-0.879010258,
Tulip Tree,2:00:00 AM,29,-1.111981022,
Tulip Tree,2:30:00 AM,27,-1.163752303,
Tulip Tree,3:00:00 AM,23,-1.267294865,
Tulip Tree,3:30:00 AM,19,-1.370837426,
Tulip Tree,4:00:00 AM,NaN,NaN,
Tulip Tree,4:30:00 AM,19,-1.370837426,
Tulip Tree,5:00:00 AM,17,-1.422608707,
Tulip Tree,5:30:00 AM,18,-1.396723067,
Tulip Tree,6:00:00 AM,16,-1.448494348,
Tulip Tree,6:30:00 AM,18,-1.396723067,
Tulip Tree,7:00:00 AM,23,-1.267294865,
Tulip Tree,7:30:00 AM,27,-1.163752303,
Tulip Tree,8:00:00 AM,23,-1.267294865,
Tulip Tree,8:30:00 AM,25,-1.215523584,
Tulip Tree,9:00:00 AM,31,-1.060209741,
Tulip Tree,9:30:00 AM,46,-0.671925135,
Tulip Tree,10:00:00 AM,56,-0.41306873,
Tulip Tree,10:30:00 AM,59,-0.335411809,
Tulip Tree,11:00:00 AM,81,0.234072281,
Tulip Tree,11:30:00 AM,87,0.389386123,
Tulip Tree,12:00:00 PM,82,0.259957921,
Tulip Tree,12:30:00 PM,81,0.234072281,
Tulip Tree,1:00:00 PM,80,0.20818664,
Tulip Tree,1:30:00 PM,80,0.20818664,
Tulip Tree,2:00:00 PM,97,0.648242527,
Tulip Tree,2:30:00 PM,98,0.674128168,
Tulip Tree,3:00:00 PM,115,1.114184055,
Tulip Tree,3:30:00 PM,97,0.648242527,
Tulip Tree,4:00:00 PM,90,0.467043044,
Tulip Tree,4:30:00 PM,100,0.725899449,
Tulip Tree,5:00:00 PM,102,0.77767073,
Tulip Tree,5:30:00 PM,117,1.165955336,
Tulip Tree,6:00:00 PM,113,1.062412774,
Tulip Tree,6:30:00 PM,95,0.596471247,
Tulip Tree,7:00:00 PM,101,0.751785089,
Tulip Tree,7:30:00 PM,94,0.570585606,
Tulip Tree,8:00:00 PM,105,0.855327651,
Tulip Tree,8:30:00 PM,126,1.3989261,
Tulip Tree,9:00:00 PM,130,1.502468662,
Tulip Tree,9:30:00 PM,120,1.243612257,
Tulip Tree,10:00:00 PM,132,1.554239943,
Tulip Tree,10:30:00 PM,126,1.3989261,
Tulip Tree,11:00:00 PM,113,1.062412774,
Tulip Tree,11:30:00 PM,111,1.010641493,
University Apartments,12:00:00 AM,26,-0.084183336,
University Apartments,12:30:00 AM,26,-0.084183336,
University Apartments,1:00:00 AM,22,-0.371937283,
University Apartments,1:30:00 AM,14,-0.947445178,
University Apartments,2:00:00 AM,11,-1.163260639,
University Apartments,2:30:00 AM,9,-1.307137613,
University Apartments,3:00:00 AM,11,-1.163260639,
University Apartments,3:30:00 AM,12,-1.091322152,
University Apartments,4:00:00 AM,NaN,NaN,
University Apartments,4:30:00 AM,8,-1.3790761,
University Apartments,5:00:00 AM,7,-1.451014586,
University Apartments,5:30:00 AM,7,-1.451014586,
University Apartments,6:00:00 AM,7,-1.451014586,
University Apartments,6:30:00 AM,7,-1.451014586,
University Apartments,7:00:00 AM,7,-1.451014586,
University Apartments,7:30:00 AM,9,-1.307137613,
University Apartments,8:00:00 AM,10,-1.235199126,
University Apartments,8:30:00 AM,14,-0.947445178,
University Apartments,9:00:00 AM,21,-0.44387577,
University Apartments,9:30:00 AM,25,-0.156121823,
University Apartments,10:00:00 AM,31,0.275509099,
University Apartments,10:30:00 AM,26,-0.084183336,
University Apartments,11:00:00 AM,25,-0.156121823,
University Apartments,11:30:00 AM,27,-0.012244849,
University Apartments,12:00:00 PM,30,0.203570612,
University Apartments,12:30:00 PM,30,0.203570612,
University Apartments,1:00:00 PM,39,0.851016994,
University Apartments,1:30:00 PM,39,0.851016994,
University Apartments,2:00:00 PM,41,0.994893968,
University Apartments,2:30:00 PM,44,1.210709428,
University Apartments,3:00:00 PM,42,1.066832454,
University Apartments,3:30:00 PM,38,0.779078507,
University Apartments,4:00:00 PM,39,0.851016994,
University Apartments,4:30:00 PM,38,0.779078507,
University Apartments,5:00:00 PM,35,0.563263046,
University Apartments,5:30:00 PM,46,1.354586402,
University Apartments,6:00:00 PM,45,1.282647915,
University Apartments,6:30:00 PM,45,1.282647915,
University Apartments,7:00:00 PM,34,0.491324559,
University Apartments,7:30:00 PM,27,-0.012244849,
University Apartments,8:00:00 PM,21,-0.44387577,
University Apartments,8:30:00 PM,23,-0.299998796,
University Apartments,9:00:00 PM,31,0.275509099,
University Apartments,9:30:00 PM,50,1.642340349,
University Apartments,10:00:00 PM,49,1.570401863,
University Apartments,10:30:00 PM,49,1.570401863,
University Apartments,11:00:00 PM,41,0.994893968,
University Apartments,11:30:00 PM,39,0.851016994,
Wells,12:00:00 AM,71,0.167258234,
Wells,12:30:00 AM,67,0.031721389,
Wells,1:00:00 AM,59,-0.2393523,
Wells,1:30:00 AM,49,-0.578194413,
Wells,2:00:00 AM,36,-1.018689158,
Wells,2:30:00 AM,34,-1.086457581,
Wells,3:00:00 AM,32,-1.154226003,
Wells,3:30:00 AM,31,-1.188110214,
Wells,4:00:00 AM,NaN,NaN,
Wells,4:30:00 AM,25,-1.391415482,
Wells,5:00:00 AM,24,-1.425299693,
Wells,5:30:00 AM,24,-1.425299693,
Wells,6:00:00 AM,22,-1.493068115,
Wells,6:30:00 AM,22,-1.493068115,
Wells,7:00:00 AM,24,-1.425299693,
Wells,7:30:00 AM,26,-1.35753127,
Wells,8:00:00 AM,32,-1.154226003,
Wells,8:30:00 AM,34,-1.086457581,
Wells,9:00:00 AM,34,-1.086457581,
Wells,9:30:00 AM,41,-0.849268102,
Wells,10:00:00 AM,41,-0.849268102,
Wells,10:30:00 AM,50,-0.544310201,
Wells,11:00:00 AM,63,-0.103815456,
Wells,11:30:00 AM,79,0.438331924,
Wells,12:00:00 PM,82,0.539984557,
Wells,12:30:00 PM,102,1.217668782,
Wells,1:00:00 PM,92,0.878826669,
Wells,1:30:00 PM,91,0.844942458,
Wells,2:00:00 PM,106,1.353205626,
Wells,2:30:00 PM,100,1.149900359,
Wells,3:00:00 PM,108,1.420974049,
Wells,3:30:00 PM,100,1.149900359,
Wells,4:00:00 PM,97,1.048247726,
Wells,4:30:00 PM,90,0.811058247,
Wells,5:00:00 PM,88,0.743289825,
Wells,5:30:00 PM,89,0.777174036,
Wells,6:00:00 PM,76,0.33667929,
Wells,6:30:00 PM,81,0.506100346,
Wells,7:00:00 PM,68,0.0656056,
Wells,7:30:00 PM,71,0.167258234,
Wells,8:00:00 PM,81,0.506100346,
Wells,8:30:00 PM,80,0.472216135,
Wells,9:00:00 PM,97,1.048247726,
Wells,9:30:00 PM,103,1.251552993,
Wells,10:00:00 PM,108,1.420974049,
Wells,10:30:00 PM,101,1.18378457,
Wells,11:00:00 PM,89,0.777174036,
Wells,11:30:00 PM,85,0.641637191,
Willkie,12:00:00 AM,223,0.087350513,
Willkie,12:30:00 AM,197,-0.198056779,
Willkie,1:00:00 AM,181,-0.373692035,
Willkie,1:30:00 AM,158,-0.626167716,
Willkie,2:00:00 AM,134,-0.889620601,
Willkie,2:30:00 AM,121,-1.032324247,
Willkie,3:00:00 AM,112,-1.131119079,
Willkie,3:30:00 AM,106,-1.1969823,
Willkie,4:00:00 AM,NaN,NaN,
Willkie,4:30:00 AM,100,-1.262845521,
Willkie,5:00:00 AM,100,-1.262845521,
Willkie,5:30:00 AM,99,-1.273822725,
Willkie,6:00:00 AM,92,-1.350663149,
Willkie,6:30:00 AM,92,-1.350663149,
Willkie,7:00:00 AM,100,-1.262845521,
Willkie,7:30:00 AM,102,-1.240891114,
Willkie,8:00:00 AM,98,-1.284799928,
Willkie,8:30:00 AM,111,-1.142096282,
Willkie,9:00:00 AM,113,-1.120141875,
Willkie,9:30:00 AM,125,-0.988415433,
Willkie,10:00:00 AM,123,-1.01036984,
Willkie,10:30:00 AM,146,-0.757894159,
Willkie,11:00:00 AM,174,-0.45053246,
Willkie,11:30:00 AM,189,-0.285874407,
Willkie,12:00:00 PM,222,0.07637331,
Willkie,12:30:00 PM,249,0.372757805,
Willkie,1:00:00 PM,255,0.438621026,
Willkie,1:30:00 PM,274,0.647187893,
Willkie,2:00:00 PM,283,0.745982725,
Willkie,2:30:00 PM,285,0.767937132,
Willkie,3:00:00 PM,305,0.987481203,
Willkie,3:30:00 PM,312,1.064321628,
Willkie,4:00:00 PM,341,1.38266053,
Willkie,4:30:00 PM,356,1.547318583,
Willkie,5:00:00 PM,355,1.536341379,
Willkie,5:30:00 PM,304,0.976503999,
Willkie,6:00:00 PM,316,1.108230442,
Willkie,6:30:00 PM,346,1.437546548,
Willkie,7:00:00 PM,312,1.064321628,
Willkie,7:30:00 PM,289,0.811845946,
Willkie,8:00:00 PM,294,0.866731964,
Willkie,8:30:00 PM,299,0.921617982,
Willkie,9:00:00 PM,307,1.00943561,
Willkie,9:30:00 PM,286,0.778914336,
Willkie,10:00:00 PM,285,0.767937132,
Willkie,10:30:00 PM,304,0.976503999,
Willkie,11:00:00 PM,284,0.756959929,
Willkie,11:30:00 PM,248,0.361780602,
Wright,12:00:00 AM,169,-0.492322309,
Wright,12:30:00 AM,160,-0.576295025,
Wright,1:00:00 AM,153,-0.641607138,
Wright,1:30:00 AM,138,-0.781561665,
Wright,2:00:00 AM,125,-0.902855589,
Wright,2:30:00 AM,113,-1.014819211,
Wright,3:00:00 AM,99,-1.145443436,
Wright,3:30:00 AM,92,-1.210755549,
Wright,4:00:00 AM,NaN,NaN,
Wright,4:30:00 AM,93,-1.201425247,
Wright,5:00:00 AM,89,-1.238746454,
Wright,5:30:00 AM,87,-1.257407058,
Wright,6:00:00 AM,81,-1.313388869,
Wright,6:30:00 AM,80,-1.322719171,
Wright,7:00:00 AM,84,-1.285397964,
Wright,7:30:00 AM,87,-1.257407058,
Wright,8:00:00 AM,91,-1.220085851,
Wright,8:30:00 AM,93,-1.201425247,
Wright,9:00:00 AM,93,-1.201425247,
Wright,9:30:00 AM,125,-0.902855589,
Wright,10:00:00 AM,159,-0.585625327,
Wright,10:30:00 AM,196,-0.24040416,
Wright,11:00:00 AM,239,0.160798819,
Wright,11:30:00 AM,285,0.589992702,
Wright,12:00:00 PM,304,0.767268437,
Wright,12:30:00 PM,313,0.851241153,
Wright,1:00:00 PM,329,1.000525982,
Wright,1:30:00 PM,341,1.112489604,
Wright,2:00:00 PM,345,1.149810812,
Wright,2:30:00 PM,355,1.24311383,
Wright,3:00:00 PM,371,1.392398659,
Wright,3:30:00 PM,371,1.392398659,
Wright,4:00:00 PM,364,1.327086546,
Wright,4:30:00 PM,352,1.215122924,
Wright,5:00:00 PM,362,1.308425942,
Wright,5:30:00 PM,341,1.112489604,
Wright,6:00:00 PM,334,1.047177492,
Wright,6:30:00 PM,322,0.93521387,
Wright,7:00:00 PM,306,0.785929041,
Wright,7:30:00 PM,306,0.785929041,
Wright,8:00:00 PM,327,0.981865379,
Wright,8:30:00 PM,317,0.888562361,
Wright,9:00:00 PM,305,0.776598739,
Wright,9:30:00 PM,280,0.543341193,
Wright,10:00:00 PM,245,0.21678063,
Wright,10:30:00 PM,216,-0.053798123,
Wright,11:00:00 PM,201,-0.193752651,
Wright,11:30:00 PM,185,-0.34303748,
