center,bldg,floor,time,raw,norm
Briscoe,Shoemaker,Floor 09,15:00:00,17,1.30277646
Briscoe,Shoemaker,Floor 09,15:30:00,16,1.157680504
Briscoe,Shoemaker,Floor 09,16:00:00,21,1.883160286
Briscoe,Shoemaker,Floor 09,16:30:00,24,2.318448155
Briscoe,Shoemaker,Floor 09,17:00:00,16,1.157680504
Briscoe,Shoemaker,Floor 09,17:30:00,9,0.142008808
Briscoe,Shoemaker,Floor 09,18:00:00,17,1.30277646
Briscoe,Shoemaker,Floor 09,18:30:00,15,1.012584547
Briscoe,Shoemaker,Floor 09,19:00:00,11,0.432200721
Briscoe,Shoemaker,Floor 09,19:30:00,13,0.722392634
Briscoe,Shoemaker,Floor 09,20:00:00,16,1.157680504
Briscoe,Shoemaker,Floor 09,20:30:00,17,1.30277646
Briscoe,Shoemaker,Floor 09,21:00:00,19,1.592968373
Briscoe,Shoemaker,Floor 09,21:30:00,15,1.012584547
Briscoe,Shoemaker,Floor 09,22:00:00,10,0.287104765
Briscoe,Shoemaker,Floor 09,22:30:00,8,-0.003087148
Briscoe,Shoemaker,Floor 09,23:00:00,7,-0.148183104
Briscoe,Shoemaker,Floor 09,23:30:00,5,-0.438375017
Briscoe,Shoemaker,Floor 10,00:00:00,10,0.753260233
Briscoe,Shoemaker,Floor 10,00:30:00,9,0.565941551
Briscoe,Shoemaker,Floor 10,01:00:00,3,-0.557970543
Briscoe,Shoemaker,Floor 10,01:30:00,1,-0.932607908
Briscoe,Shoemaker,Floor 10,02:00:00,1,-0.932607908
Briscoe,Shoemaker,Floor 10,02:30:00,1,-0.932607908
Briscoe,Shoemaker,Floor 10,03:00:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,03:30:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,04:00:00,NaN,NaN
Briscoe,Shoemaker,Floor 10,04:30:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,05:00:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,05:30:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,06:00:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,06:30:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,07:00:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,07:30:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,08:00:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,08:30:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,09:00:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,09:30:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,10:00:00,0,-1.11992659
Briscoe,Shoemaker,Floor 10,10:30:00,2,-0.745289226
Briscoe,Shoemaker,Floor 10,11:00:00,5,-0.183333178
Briscoe,Shoemaker,Floor 10,11:30:00,4,-0.370651861
Briscoe,Shoemaker,Floor 10,12:00:00,10,0.753260233
Briscoe,Shoemaker,Floor 10,12:30:00,11,0.940578916
Briscoe,Shoemaker,Floor 10,13:00:00,8,0.378622869
Briscoe,Shoemaker,Floor 10,13:30:00,12,1.127897598
Briscoe,Shoemaker,Floor 10,14:00:00,7,0.191304186
Briscoe,Shoemaker,Floor 10,14:30:00,8,0.378622869
Briscoe,Shoemaker,Floor 10,15:00:00,7,0.191304186
Briscoe,Shoemaker,Floor 10,15:30:00,6,0.003985504
Briscoe,Shoemaker,Floor 10,16:00:00,8,0.378622869
Briscoe,Shoemaker,Floor 10,16:30:00,13,1.31521628
Briscoe,Shoemaker,Floor 10,17:00:00,14,1.502534963
Briscoe,Shoemaker,Floor 10,17:30:00,14,1.502534963
Briscoe,Shoemaker,Floor 10,18:00:00,13,1.31521628
Briscoe,Shoemaker,Floor 10,18:30:00,10,0.753260233
Briscoe,Shoemaker,Floor 10,19:00:00,5,-0.183333178
Briscoe,Shoemaker,Floor 10,19:30:00,9,0.565941551
Briscoe,Shoemaker,Floor 10,20:00:00,7,0.191304186
Briscoe,Shoemaker,Floor 10,20:30:00,7,0.191304186
Briscoe,Shoemaker,Floor 10,21:00:00,9,0.565941551
Briscoe,Shoemaker,Floor 10,21:30:00,11,0.940578916
Briscoe,Shoemaker,Floor 10,22:00:00,15,1.689853645
Briscoe,Shoemaker,Floor 10,22:30:00,18,2.251809692
Briscoe,Shoemaker,Floor 10,23:00:00,14,1.502534963
Briscoe,Shoemaker,Floor 10,23:30:00,9,0.565941551
Briscoe,Shoemaker,Floor 11,00:00:00,10,0.366382684
Briscoe,Shoemaker,Floor 11,00:30:00,4,-0.627078055
Briscoe,Shoemaker,Floor 11,01:00:00,6,-0.295924476
Briscoe,Shoemaker,Floor 11,01:30:00,6,-0.295924476
Briscoe,Shoemaker,Floor 11,02:00:00,3,-0.792654845
Briscoe,Shoemaker,Floor 11,02:30:00,4,-0.627078055
Briscoe,Shoemaker,Floor 11,03:00:00,1,-1.123808425
Briscoe,Shoemaker,Floor 11,03:30:00,1,-1.123808425
Briscoe,Shoemaker,Floor 11,04:00:00,NaN,NaN
Briscoe,Shoemaker,Floor 11,04:30:00,0,-1.289385215
Briscoe,Shoemaker,Floor 11,05:00:00,0,-1.289385215
Briscoe,Shoemaker,Floor 11,05:30:00,0,-1.289385215
Briscoe,Shoemaker,Floor 11,06:00:00,0,-1.289385215
Briscoe,Shoemaker,Floor 11,06:30:00,0,-1.289385215
Briscoe,Shoemaker,Floor 11,07:00:00,0,-1.289385215
Briscoe,Shoemaker,Floor 11,07:30:00,1,-1.123808425
Briscoe,Shoemaker,Floor 11,08:00:00,1,-1.123808425
Briscoe,Shoemaker,Floor 11,08:30:00,4,-0.627078055
Briscoe,Shoemaker,Floor 11,09:00:00,4,-0.627078055
Briscoe,Shoemaker,Floor 11,09:30:00,4,-0.627078055
Briscoe,Shoemaker,Floor 11,10:00:00,3,-0.792654845
Briscoe,Shoemaker,Floor 11,10:30:00,3,-0.792654845
Briscoe,Shoemaker,Floor 11,11:00:00,5,-0.461501265
Briscoe,Shoemaker,Floor 11,11:30:00,8,0.035229104
Briscoe,Shoemaker,Floor 11,12:00:00,8,0.035229104
Briscoe,Shoemaker,Floor 11,12:30:00,10,0.366382684
Briscoe,Shoemaker,Floor 11,13:00:00,6,-0.295924476
Briscoe,Shoemaker,Floor 11,13:30:00,8,0.035229104
Briscoe,Shoemaker,Floor 11,14:00:00,8,0.035229104
Briscoe,Shoemaker,Floor 11,14:30:00,15,1.194266633
Briscoe,Shoemaker,Floor 11,15:00:00,25,2.850034532
Briscoe,Shoemaker,Floor 11,15:30:00,20,2.022150583
Briscoe,Shoemaker,Floor 11,16:00:00,18,1.690997003
Briscoe,Shoemaker,Floor 11,16:30:00,17,1.525420213
Briscoe,Shoemaker,Floor 11,17:00:00,13,0.863113054
Briscoe,Shoemaker,Floor 11,17:30:00,13,0.863113054
Briscoe,Shoemaker,Floor 11,18:00:00,12,0.697536264
Briscoe,Shoemaker,Floor 11,18:30:00,12,0.697536264
Briscoe,Shoemaker,Floor 11,19:00:00,9,0.200805894
Briscoe,Shoemaker,Floor 11,19:30:00,10,0.366382684
Briscoe,Shoemaker,Floor 11,20:00:00,11,0.531959474
Briscoe,Shoemaker,Floor 11,20:30:00,11,0.531959474
Briscoe,Shoemaker,Floor 11,21:00:00,9,0.200805894
Briscoe,Shoemaker,Floor 11,21:30:00,13,0.863113054
Briscoe,Shoemaker,Floor 11,22:00:00,16,1.359843423
Briscoe,Shoemaker,Floor 11,22:30:00,15,1.194266633
Briscoe,Shoemaker,Floor 11,23:00:00,11,0.531959474
Briscoe,Shoemaker,Floor 11,23:30:00,8,0.035229104
