residence_hall,day,time,raw,norm,score
Briscoe,Sunday,19:00:00,61,0.994092253,
Briscoe,Sunday,19:30:00,56,0.774738563,
Briscoe,Sunday,20:00:00,54,0.686997087,
Briscoe,Sunday,20:30:00,54,0.686997087,
Briscoe,Sunday,21:00:00,50,0.511514136,
Briscoe,Sunday,21:30:00,49,0.467643398,
Briscoe,Sunday,22:00:00,42,0.160548232,
Briscoe,Sunday,22:30:00,48,0.42377266,
Briscoe,Sunday,23:00:00,41,0.116677494,
Briscoe,Sunday,23:30:00,35,-0.146546933,
Campus View,Sunday,00:00:00,17,-0.248544811,
Campus View,Sunday,00:30:00,17,-0.248544811,
Campus View,Sunday,01:00:00,18,-0.139370922,
Campus View,Sunday,01:30:00,16,-0.357718699,
Campus View,Sunday,02:00:00,14,-0.576066477,
Campus View,Sunday,02:30:00,10,-1.012762032,
Campus View,Sunday,03:00:00,8,-1.23110981,
Campus View,Sunday,03:30:00,8,-1.23110981,
Campus View,Sunday,04:30:00,8,-1.23110981,
Campus View,Sunday,05:00:00,6,-1.449457587,
Campus View,Sunday,05:30:00,6,-1.449457587,
Campus View,Sunday,06:00:00,6,-1.449457587,
Campus View,Sunday,06:30:00,8,-1.23110981,
Campus View,Sunday,07:00:00,8,-1.23110981,
Campus View,Sunday,07:30:00,9,-1.121935921,
Campus View,Sunday,08:00:00,11,-0.903588143,
Campus View,Sunday,08:30:00,12,-0.794414255,
Campus View,Sunday,09:00:00,10,-1.012762032,
Campus View,Sunday,09:30:00,7,-1.340283698,
Campus View,Sunday,10:00:00,9,-1.121935921,
Campus View,Sunday,10:30:00,11,-0.903588143,
Campus View,Sunday,11:00:00,16,-0.357718699,
Campus View,Sunday,11:30:00,29,1.061541855,
Campus View,Sunday,12:00:00,27,0.843194077,
Campus View,Sunday,12:30:00,28,0.952367966,
Campus View,Sunday,13:00:00,25,0.6248463,
Campus View,Sunday,13:30:00,22,0.297324633,
Campus View,Sunday,14:00:00,24,0.515672411,
Campus View,Sunday,14:30:00,18,-0.139370922,
Campus View,Sunday,15:00:00,26,0.734020188,
Campus View,Sunday,15:30:00,27,0.843194077,
Campus View,Sunday,16:00:00,24,0.515672411,
Campus View,Sunday,16:30:00,30,1.170715743,
Campus View,Sunday,17:00:00,36,1.825759076,
Campus View,Sunday,17:30:00,30,1.170715743,
Campus View,Sunday,18:00:00,35,1.716585187,
Campus View,Sunday,18:30:00,29,1.061541855,
Campus View,Sunday,19:00:00,33,1.49823741,
Campus View,Sunday,19:30:00,32,1.389063521,
Campus View,Sunday,20:00:00,29,1.061541855,
Campus View,Sunday,20:30:00,26,0.734020188,
Campus View,Sunday,21:00:00,28,0.952367966,
Campus View,Sunday,21:30:00,26,0.734020188,
Campus View,Sunday,22:00:00,22,0.297324633,
Campus View,Sunday,22:30:00,22,0.297324633,
Campus View,Sunday,23:00:00,21,0.188150744,
Campus View,Sunday,23:30:00,22,0.297324633,
Collins,Sunday,00:00:00,7,-0.971495525,
Collins,Sunday,00:30:00,5,-1.170451036,
Collins,Sunday,01:00:00,8,-0.87201777,
Collins,Sunday,01:30:00,6,-1.07097328,
Collins,Sunday,02:00:00,5,-1.170451036,
Collins,Sunday,02:30:00,5,-1.170451036,
Collins,Sunday,03:00:00,5,-1.170451036,
Collins,Sunday,03:30:00,5,-1.170451036,
Collins,Sunday,04:30:00,5,-1.170451036,
Collins,Sunday,05:00:00,5,-1.170451036,
Collins,Sunday,05:30:00,5,-1.170451036,
Collins,Sunday,06:00:00,5,-1.170451036,
Collins,Sunday,06:30:00,6,-1.07097328,
Collins,Sunday,07:00:00,5,-1.170451036,
Collins,Sunday,07:30:00,5,-1.170451036,
Collins,Sunday,08:00:00,6,-1.07097328,
Collins,Sunday,08:30:00,8,-0.87201777,
Collins,Sunday,09:00:00,7,-0.971495525,
Collins,Sunday,09:30:00,11,-0.573584504,
Collins,Sunday,10:00:00,12,-0.474106749,
Collins,Sunday,10:30:00,15,-0.175673483,
Collins,Sunday,11:00:00,15,-0.175673483,
Collins,Sunday,11:30:00,18,0.122759783,
Collins,Sunday,12:00:00,23,0.62014856,
Collins,Sunday,12:30:00,23,0.62014856,
Collins,Sunday,13:00:00,25,0.81910407,
Collins,Sunday,13:30:00,34,1.714403868,
Collins,Sunday,14:00:00,32,1.515448357,
Collins,Sunday,14:30:00,31,1.415970602,
Collins,Sunday,15:00:00,28,1.117537336,
Collins,Sunday,15:30:00,30,1.316492847,
Collins,Sunday,16:00:00,28,1.117537336,
Collins,Sunday,16:30:00,30,1.316492847,
Collins,Sunday,17:00:00,27,1.018059581,
Collins,Sunday,17:30:00,28,1.117537336,
Collins,Sunday,18:00:00,31,1.415970602,
Collins,Sunday,18:30:00,27,1.018059581,
Collins,Sunday,19:00:00,27,1.018059581,
Collins,Sunday,19:30:00,23,0.62014856,
Collins,Sunday,20:00:00,21,0.421193049,
Collins,Sunday,20:30:00,23,0.62014856,
Collins,Sunday,21:00:00,23,0.62014856,
Collins,Sunday,21:30:00,25,0.81910407,
Collins,Sunday,22:00:00,23,0.62014856,
Collins,Sunday,22:30:00,19,0.222237538,
Collins,Sunday,23:00:00,16,-0.076195727,
Collins,Sunday,23:30:00,17,0.023282028,
Eigenmann,Sunday,00:00:00,21,-1.025307471,
Eigenmann,Sunday,00:30:00,23,-0.930352888,
Eigenmann,Sunday,01:00:00,26,-0.787921012,
Eigenmann,Sunday,01:30:00,27,-0.74044372,
Eigenmann,Sunday,02:00:00,21,-1.025307471,
Eigenmann,Sunday,02:30:00,18,-1.167739346,
Eigenmann,Sunday,03:00:00,19,-1.120262055,
Eigenmann,Sunday,03:30:00,19,-1.120262055,
Eigenmann,Sunday,04:30:00,18,-1.167739346,
Eigenmann,Sunday,05:00:00,14,-1.357648513,
Eigenmann,Sunday,05:30:00,15,-1.310171222,
Eigenmann,Sunday,06:00:00,14,-1.357648513,
Eigenmann,Sunday,06:30:00,14,-1.357648513,
Eigenmann,Sunday,07:00:00,18,-1.167739346,
Eigenmann,Sunday,07:30:00,18,-1.167739346,
Eigenmann,Sunday,08:00:00,18,-1.167739346,
Eigenmann,Sunday,08:30:00,18,-1.167739346,
Eigenmann,Sunday,09:00:00,21,-1.025307471,
Eigenmann,Sunday,09:30:00,23,-0.930352888,
Eigenmann,Sunday,10:00:00,26,-0.787921012,
Eigenmann,Sunday,10:30:00,38,-0.218193511,
Eigenmann,Sunday,11:00:00,47,0.209102115,
Eigenmann,Sunday,11:30:00,61,0.873784199,
Eigenmann,Sunday,12:00:00,62,0.921261491,
Eigenmann,Sunday,12:30:00,59,0.778829616,
Eigenmann,Sunday,13:00:00,66,1.111170658,
Eigenmann,Sunday,13:30:00,69,1.253602534,
Eigenmann,Sunday,14:00:00,71,1.348557117,
Eigenmann,Sunday,14:30:00,68,1.206125242,
Eigenmann,Sunday,15:00:00,64,1.016216075,
Eigenmann,Sunday,15:30:00,66,1.111170658,
Eigenmann,Sunday,16:00:00,50,0.35153399,
Eigenmann,Sunday,16:30:00,50,0.35153399,
Eigenmann,Sunday,17:00:00,56,0.636397741,
Eigenmann,Sunday,17:30:00,56,0.636397741,
Eigenmann,Sunday,18:00:00,56,0.636397741,
Eigenmann,Sunday,18:30:00,65,1.063693367,
Eigenmann,Sunday,19:00:00,66,1.111170658,
Eigenmann,Sunday,19:30:00,63,0.968738783,
Eigenmann,Sunday,20:00:00,64,1.016216075,
Eigenmann,Sunday,20:30:00,60,0.826306908,
Eigenmann,Sunday,21:00:00,62,0.921261491,
Eigenmann,Sunday,21:30:00,62,0.921261491,
Eigenmann,Sunday,22:00:00,62,0.921261491,
Eigenmann,Sunday,22:30:00,62,0.921261491,
Eigenmann,Sunday,23:00:00,62,0.921261491,
Eigenmann,Sunday,23:30:00,44,0.066670239,
Evermann,Sunday,00:00:00,9,-0.804984958,
Evermann,Sunday,00:30:00,8,-0.980143722,
Evermann,Sunday,01:00:00,8,-0.980143722,
Evermann,Sunday,01:30:00,8,-0.980143722,
Evermann,Sunday,02:00:00,7,-1.155302486,
Evermann,Sunday,02:30:00,7,-1.155302486,
Evermann,Sunday,03:00:00,7,-1.155302486,
Evermann,Sunday,03:30:00,7,-1.155302486,
Evermann,Sunday,04:30:00,7,-1.155302486,
Evermann,Sunday,05:00:00,7,-1.155302486,
Evermann,Sunday,05:30:00,7,-1.155302486,
Evermann,Sunday,06:00:00,7,-1.155302486,
Evermann,Sunday,06:30:00,7,-1.155302486,
Evermann,Sunday,07:00:00,7,-1.155302486,
Evermann,Sunday,07:30:00,8,-0.980143722,
Evermann,Sunday,08:00:00,9,-0.804984958,
Evermann,Sunday,08:30:00,8,-0.980143722,
Evermann,Sunday,09:00:00,8,-0.980143722,
Evermann,Sunday,09:30:00,8,-0.980143722,
Evermann,Sunday,10:00:00,11,-0.45466743,
Evermann,Sunday,10:30:00,13,-0.104349902,
Evermann,Sunday,11:00:00,16,0.42112639,
Evermann,Sunday,11:30:00,19,0.946602682,
Evermann,Sunday,12:00:00,17,0.596285154,
Evermann,Sunday,12:30:00,20,1.121761446,
Evermann,Sunday,13:00:00,17,0.596285154,
Evermann,Sunday,13:30:00,17,0.596285154,
Evermann,Sunday,14:00:00,16,0.42112639,
Evermann,Sunday,14:30:00,12,-0.279508666,
Evermann,Sunday,15:00:00,18,0.771443918,
Evermann,Sunday,15:30:00,16,0.42112639,
Evermann,Sunday,16:00:00,25,1.997555266,
Evermann,Sunday,16:30:00,22,1.472078974,
Evermann,Sunday,17:00:00,21,1.29692021,
Evermann,Sunday,17:30:00,23,1.647237738,
Evermann,Sunday,18:00:00,23,1.647237738,
Evermann,Sunday,18:30:00,18,0.771443918,
Evermann,Sunday,19:00:00,18,0.771443918,
Evermann,Sunday,19:30:00,15,0.245967626,
Evermann,Sunday,20:00:00,18,0.771443918,
Evermann,Sunday,20:30:00,22,1.472078974,
Evermann,Sunday,21:00:00,21,1.29692021,
Evermann,Sunday,21:30:00,18,0.771443918,
Evermann,Sunday,22:00:00,15,0.245967626,
Evermann,Sunday,22:30:00,13,-0.104349902,
Evermann,Sunday,23:00:00,14,0.070808862,
Evermann,Sunday,23:30:00,17,0.596285154,
Forest,Sunday,00:00:00,24,-0.555190408,
Forest,Sunday,00:30:00,25,-0.508924541,
Forest,Sunday,01:00:00,30,-0.277595204,
Forest,Sunday,01:30:00,32,-0.185063469,
Forest,Sunday,02:00:00,28,-0.370126939,
Forest,Sunday,02:30:00,20,-0.740253877,
Forest,Sunday,03:00:00,12,-1.110380816,
Forest,Sunday,03:30:00,9,-1.249178418,
Forest,Sunday,04:30:00,6,-1.38797602,
Forest,Sunday,05:00:00,6,-1.38797602,
Forest,Sunday,05:30:00,5,-1.434241887,
Forest,Sunday,06:00:00,5,-1.434241887,
Forest,Sunday,06:30:00,5,-1.434241887,
Forest,Sunday,07:00:00,5,-1.434241887,
Forest,Sunday,07:30:00,5,-1.434241887,
Forest,Sunday,08:00:00,6,-1.38797602,
Forest,Sunday,08:30:00,8,-1.295444285,
Forest,Sunday,09:00:00,9,-1.249178418,
Forest,Sunday,09:30:00,13,-1.064114948,
Forest,Sunday,10:00:00,24,-0.555190408,
Forest,Sunday,10:30:00,34,-0.092531735,
Forest,Sunday,11:00:00,43,0.323861071,
Forest,Sunday,11:30:00,48,0.555190408,
Forest,Sunday,12:00:00,49,0.601456275,
Forest,Sunday,12:30:00,60,1.110380816,
Forest,Sunday,13:00:00,59,1.064114948,
Forest,Sunday,13:30:00,60,1.110380816,
Forest,Sunday,14:00:00,64,1.295444285,
Forest,Sunday,14:30:00,64,1.295444285,
Forest,Sunday,15:00:00,65,1.341710152,
Forest,Sunday,15:30:00,64,1.295444285,
Forest,Sunday,16:00:00,62,1.20291255,
Forest,Sunday,16:30:00,63,1.249178418,
Forest,Sunday,17:00:00,64,1.295444285,
Forest,Sunday,17:30:00,63,1.249178418,
Forest,Sunday,18:00:00,53,0.786519745,
Forest,Sunday,18:30:00,49,0.601456275,
Forest,Sunday,19:00:00,45,0.416392806,
Forest,Sunday,19:30:00,49,0.601456275,
Forest,Sunday,20:00:00,49,0.601456275,
Forest,Sunday,20:30:00,50,0.647722143,
Forest,Sunday,21:00:00,51,0.69398801,
Forest,Sunday,21:30:00,48,0.555190408,
Forest,Sunday,22:00:00,47,0.508924541,
Forest,Sunday,22:30:00,46,0.462658673,
Forest,Sunday,23:00:00,36,0,
Forest,Sunday,23:30:00,30,-0.277595204,
Read,Sunday,00:00:00,15,-0.79219655,
Read,Sunday,00:30:00,10,-1.018951957,
Read,Sunday,01:00:00,9,-1.064303039,
Read,Sunday,01:30:00,7,-1.155005201,
Read,Sunday,02:00:00,8,-1.10965412,
Read,Sunday,02:30:00,7,-1.155005201,
Read,Sunday,03:00:00,7,-1.155005201,
Read,Sunday,03:30:00,7,-1.155005201,
Read,Sunday,04:30:00,8,-1.10965412,
Read,Sunday,05:00:00,7,-1.155005201,
Read,Sunday,05:30:00,7,-1.155005201,
Read,Sunday,06:00:00,7,-1.155005201,
Read,Sunday,06:30:00,7,-1.155005201,
Read,Sunday,07:00:00,7,-1.155005201,
Read,Sunday,07:30:00,7,-1.155005201,
Read,Sunday,08:00:00,8,-1.10965412,
Read,Sunday,08:30:00,9,-1.064303039,
Read,Sunday,09:00:00,9,-1.064303039,
Read,Sunday,09:30:00,14,-0.837547631,
Read,Sunday,10:00:00,24,-0.384036817,
Read,Sunday,10:30:00,30,-0.111930329,
Read,Sunday,11:00:00,40,0.341580486,
Read,Sunday,11:30:00,37,0.205527241,
Read,Sunday,12:00:00,45,0.568335893,
Read,Sunday,12:30:00,50,0.7950913,
Read,Sunday,13:00:00,58,1.157899951,
Read,Sunday,13:30:00,62,1.339304277,
Read,Sunday,14:00:00,65,1.475357521,
Read,Sunday,14:30:00,63,1.384655358,
Read,Sunday,15:00:00,67,1.566059684,
Read,Sunday,15:30:00,62,1.339304277,
Read,Sunday,16:00:00,57,1.11254887,
Read,Sunday,16:30:00,51,0.840442381,
Read,Sunday,17:00:00,56,1.067197788,
Read,Sunday,17:30:00,57,1.11254887,
Read,Sunday,18:00:00,64,1.43000644,
Read,Sunday,18:30:00,52,0.885793463,
Read,Sunday,19:00:00,53,0.931144544,
Read,Sunday,19:30:00,47,0.659038056,
Read,Sunday,20:00:00,46,0.613686974,
Read,Sunday,20:30:00,48,0.704389137,
Read,Sunday,21:00:00,47,0.659038056,
Read,Sunday,21:30:00,45,0.568335893,
Read,Sunday,22:00:00,39,0.296229404,
Read,Sunday,22:30:00,43,0.47763373,
Read,Sunday,23:00:00,30,-0.111930329,
Read,Sunday,23:30:00,28,-0.202632491,
Redbud,Sunday,00:00:00,8,-0.228740289,
Redbud,Sunday,00:30:00,6,-0.676690022,
Redbud,Sunday,01:00:00,4,-1.124639755,
Redbud,Sunday,01:30:00,4,-1.124639755,
Redbud,Sunday,02:00:00,4,-1.124639755,
Redbud,Sunday,02:30:00,4,-1.124639755,
Redbud,Sunday,03:00:00,4,-1.124639755,
Redbud,Sunday,03:30:00,4,-1.124639755,
Redbud,Sunday,04:30:00,4,-1.124639755,
Redbud,Sunday,05:00:00,4,-1.124639755,
Redbud,Sunday,05:30:00,4,-1.124639755,
Redbud,Sunday,06:00:00,4,-1.124639755,
Redbud,Sunday,06:30:00,4,-1.124639755,
Redbud,Sunday,07:00:00,4,-1.124639755,
Redbud,Sunday,07:30:00,4,-1.124639755,
Redbud,Sunday,08:00:00,4,-1.124639755,
Redbud,Sunday,08:30:00,6,-0.676690022,
Redbud,Sunday,09:00:00,6,-0.676690022,
Redbud,Sunday,09:30:00,7,-0.452715156,
Redbud,Sunday,10:00:00,11,0.44318431,
Redbud,Sunday,10:30:00,17,1.787033509,
Redbud,Sunday,11:00:00,18,2.011008376,
Redbud,Sunday,11:30:00,18,2.011008376,
Redbud,Sunday,12:00:00,14,1.11510891,
Redbud,Sunday,12:30:00,16,1.563058643,
Redbud,Sunday,13:00:00,15,1.339083776,
Redbud,Sunday,13:30:00,12,0.667159177,
Redbud,Sunday,14:00:00,12,0.667159177,
Redbud,Sunday,14:30:00,9,-0.004765423,
Redbud,Sunday,15:00:00,8,-0.228740289,
Redbud,Sunday,15:30:00,12,0.667159177,
Redbud,Sunday,16:00:00,11,0.44318431,
Redbud,Sunday,16:30:00,13,0.891134043,
Redbud,Sunday,17:00:00,13,0.891134043,
Redbud,Sunday,17:30:00,15,1.339083776,
Redbud,Sunday,18:00:00,12,0.667159177,
Redbud,Sunday,18:30:00,10,0.219209444,
Redbud,Sunday,19:00:00,11,0.44318431,
Redbud,Sunday,19:30:00,13,0.891134043,
Redbud,Sunday,20:00:00,13,0.891134043,
Redbud,Sunday,20:30:00,13,0.891134043,
Redbud,Sunday,21:00:00,13,0.891134043,
Redbud,Sunday,21:30:00,8,-0.228740289,
Redbud,Sunday,22:00:00,7,-0.452715156,
Redbud,Sunday,22:30:00,7,-0.452715156,
Redbud,Sunday,23:00:00,7,-0.452715156,
Redbud,Sunday,23:30:00,7,-0.452715156,
Spruce,Sunday,00:00:00,14,-0.724166017,
Spruce,Sunday,00:30:00,15,-0.671560448,
Spruce,Sunday,01:00:00,10,-0.93458829,
Spruce,Sunday,01:30:00,11,-0.881982722,
Spruce,Sunday,02:00:00,8,-1.039799427,
Spruce,Sunday,02:30:00,7,-1.092404996,
Spruce,Sunday,03:00:00,7,-1.092404996,
Spruce,Sunday,03:30:00,7,-1.092404996,
Spruce,Sunday,04:30:00,7,-1.092404996,
Spruce,Sunday,05:00:00,7,-1.092404996,
Spruce,Sunday,05:30:00,7,-1.092404996,
Spruce,Sunday,06:00:00,7,-1.092404996,
Spruce,Sunday,06:30:00,7,-1.092404996,
Spruce,Sunday,07:00:00,7,-1.092404996,
Spruce,Sunday,07:30:00,7,-1.092404996,
Spruce,Sunday,08:00:00,7,-1.092404996,
Spruce,Sunday,08:30:00,7,-1.092404996,
Spruce,Sunday,09:00:00,9,-0.987193859,
Spruce,Sunday,09:30:00,10,-0.93458829,
Spruce,Sunday,10:00:00,18,-0.513743743,
Spruce,Sunday,10:30:00,18,-0.513743743,
Spruce,Sunday,11:00:00,28,0.012311942,
Spruce,Sunday,11:30:00,30,0.117523078,
Spruce,Sunday,12:00:00,37,0.485762058,
Spruce,Sunday,12:30:00,48,1.06442331,
Spruce,Sunday,13:00:00,42,0.7487899,
Spruce,Sunday,13:30:00,44,0.854001037,
Spruce,Sunday,14:00:00,59,1.643084563,
Spruce,Sunday,14:30:00,63,1.853506837,
Spruce,Sunday,15:00:00,71,2.274351385,
Spruce,Sunday,15:30:00,66,2.011323542,
Spruce,Sunday,16:00:00,59,1.643084563,
Spruce,Sunday,16:30:00,47,1.011817742,
Spruce,Sunday,17:00:00,43,0.801395468,
Spruce,Sunday,17:30:00,34,0.327945352,
Spruce,Sunday,18:00:00,40,0.643578763,
Spruce,Sunday,18:30:00,38,0.538367626,
Spruce,Sunday,19:00:00,40,0.643578763,
Spruce,Sunday,19:30:00,40,0.643578763,
Spruce,Sunday,20:00:00,40,0.643578763,
Spruce,Sunday,20:30:00,34,0.327945352,
Spruce,Sunday,21:00:00,43,0.801395468,
Spruce,Sunday,21:30:00,37,0.485762058,
Spruce,Sunday,22:00:00,34,0.327945352,
Spruce,Sunday,22:30:00,30,0.117523078,
Spruce,Sunday,23:00:00,31,0.170128647,
Spruce,Sunday,23:30:00,30,0.117523078,
Teter,Sunday,00:00:00,13,-0.550047046,
Teter,Sunday,00:30:00,11,-0.765482139,
Teter,Sunday,01:00:00,10,-0.873199685,
Teter,Sunday,01:30:00,8,-1.088634778,
Teter,Sunday,02:00:00,6,-1.304069871,
Teter,Sunday,02:30:00,6,-1.304069871,
Teter,Sunday,03:00:00,7,-1.196352325,
Teter,Sunday,03:30:00,7,-1.196352325,
Teter,Sunday,04:30:00,9,-0.980917232,
Teter,Sunday,05:00:00,8,-1.088634778,
Teter,Sunday,05:30:00,8,-1.088634778,
Teter,Sunday,06:00:00,8,-1.088634778,
Teter,Sunday,06:30:00,8,-1.088634778,
Teter,Sunday,07:00:00,8,-1.088634778,
Teter,Sunday,07:30:00,8,-1.088634778,
Teter,Sunday,08:00:00,9,-0.980917232,
Teter,Sunday,08:30:00,8,-1.088634778,
Teter,Sunday,09:00:00,8,-1.088634778,
Teter,Sunday,09:30:00,12,-0.657764592,
Teter,Sunday,10:00:00,15,-0.334611953,
Teter,Sunday,10:30:00,14,-0.442329499,
Teter,Sunday,11:00:00,17,-0.11917686,
Teter,Sunday,11:30:00,23,0.527128419,
Teter,Sunday,12:00:00,28,1.065716151,
Teter,Sunday,12:30:00,31,1.388868791,
Teter,Sunday,13:00:00,27,0.957998605,
Teter,Sunday,13:30:00,30,1.281151244,
Teter,Sunday,14:00:00,29,1.173433698,
Teter,Sunday,14:30:00,34,1.71202143,
Teter,Sunday,15:00:00,30,1.281151244,
Teter,Sunday,15:30:00,33,1.604303884,
Teter,Sunday,16:00:00,36,1.927456523,
Teter,Sunday,16:30:00,28,1.065716151,
Teter,Sunday,17:00:00,25,0.742563512,
Teter,Sunday,17:30:00,26,0.850281058,
Teter,Sunday,18:00:00,32,1.496586337,
Teter,Sunday,18:30:00,23,0.527128419,
Teter,Sunday,19:00:00,24,0.634845965,
Teter,Sunday,19:30:00,21,0.311693326,
Teter,Sunday,20:00:00,15,-0.334611953,
Teter,Sunday,20:30:00,19,0.096258233,
Teter,Sunday,21:00:00,23,0.527128419,
Teter,Sunday,21:30:00,24,0.634845965,
Teter,Sunday,22:00:00,21,0.311693326,
Teter,Sunday,22:30:00,22,0.419410873,
Teter,Sunday,23:00:00,21,0.311693326,
Teter,Sunday,23:30:00,18,-0.011459313,
Tulip Tree,Sunday,00:00:00,13,-0.131093582,
Tulip Tree,Sunday,00:30:00,10,-0.486558872,
Tulip Tree,Sunday,01:00:00,11,-0.368070442,
Tulip Tree,Sunday,01:30:00,8,-0.723535732,
Tulip Tree,Sunday,02:00:00,3,-1.315977882,
Tulip Tree,Sunday,02:30:00,2,-1.434466312,
Tulip Tree,Sunday,03:00:00,3,-1.315977882,
Tulip Tree,Sunday,03:30:00,3,-1.315977882,
Tulip Tree,Sunday,04:30:00,3,-1.315977882,
Tulip Tree,Sunday,05:00:00,2,-1.434466312,
Tulip Tree,Sunday,05:30:00,2,-1.434466312,
Tulip Tree,Sunday,06:00:00,2,-1.434466312,
Tulip Tree,Sunday,06:30:00,3,-1.315977882,
Tulip Tree,Sunday,07:00:00,4,-1.197489452,
Tulip Tree,Sunday,07:30:00,6,-0.960512592,
Tulip Tree,Sunday,08:00:00,5,-1.079001022,
Tulip Tree,Sunday,08:30:00,6,-0.960512592,
Tulip Tree,Sunday,09:00:00,7,-0.842024162,
Tulip Tree,Sunday,09:30:00,8,-0.723535732,
Tulip Tree,Sunday,10:00:00,15,0.105883278,
Tulip Tree,Sunday,10:30:00,17,0.342860138,
Tulip Tree,Sunday,11:00:00,25,1.290767577,
Tulip Tree,Sunday,11:30:00,15,0.105883278,
Tulip Tree,Sunday,12:00:00,11,-0.368070442,
Tulip Tree,Sunday,12:30:00,21,0.816813858,
Tulip Tree,Sunday,13:00:00,12,-0.249582012,
Tulip Tree,Sunday,13:30:00,14,-0.012605152,
Tulip Tree,Sunday,14:00:00,15,0.105883278,
Tulip Tree,Sunday,14:30:00,18,0.461348568,
Tulip Tree,Sunday,15:00:00,25,1.290767577,
Tulip Tree,Sunday,15:30:00,15,0.105883278,
Tulip Tree,Sunday,16:00:00,20,0.698325428,
Tulip Tree,Sunday,16:30:00,23,1.053790717,
Tulip Tree,Sunday,17:00:00,16,0.224371708,
Tulip Tree,Sunday,17:30:00,18,0.461348568,
Tulip Tree,Sunday,18:00:00,19,0.579836998,
Tulip Tree,Sunday,18:30:00,21,0.816813858,
Tulip Tree,Sunday,19:00:00,24,1.172279147,
Tulip Tree,Sunday,19:30:00,20,0.698325428,
Tulip Tree,Sunday,20:00:00,27,1.527744437,
Tulip Tree,Sunday,20:30:00,24,1.172279147,
Tulip Tree,Sunday,21:00:00,27,1.527744437,
Tulip Tree,Sunday,21:30:00,28,1.646232867,
Tulip Tree,Sunday,22:00:00,24,1.172279147,
Tulip Tree,Sunday,22:30:00,23,1.053790717,
Tulip Tree,Sunday,23:00:00,23,1.053790717,
Tulip Tree,Sunday,23:30:00,22,0.935302288,
University Apartments,Sunday,00:00:00,6,0.117476862,
University Apartments,Sunday,00:30:00,5,-0.16887299,
University Apartments,Sunday,01:00:00,1,-1.314272397,
University Apartments,Sunday,01:30:00,0,-1.600622249,
University Apartments,Sunday,02:00:00,1,-1.314272397,
University Apartments,Sunday,02:30:00,1,-1.314272397,
University Apartments,Sunday,03:00:00,1,-1.314272397,
University Apartments,Sunday,03:30:00,1,-1.314272397,
University Apartments,Sunday,04:30:00,0,-1.600622249,
University Apartments,Sunday,05:00:00,0,-1.600622249,
University Apartments,Sunday,05:30:00,0,-1.600622249,
University Apartments,Sunday,06:00:00,0,-1.600622249,
University Apartments,Sunday,06:30:00,0,-1.600622249,
University Apartments,Sunday,07:00:00,0,-1.600622249,
University Apartments,Sunday,07:30:00,0,-1.600622249,
University Apartments,Sunday,08:00:00,1,-1.314272397,
University Apartments,Sunday,08:30:00,1,-1.314272397,
University Apartments,Sunday,09:00:00,1,-1.314272397,
University Apartments,Sunday,09:30:00,3,-0.741572693,
University Apartments,Sunday,10:00:00,6,0.117476862,
University Apartments,Sunday,10:30:00,3,-0.741572693,
University Apartments,Sunday,11:00:00,4,-0.455222841,
University Apartments,Sunday,11:30:00,4,-0.455222841,
University Apartments,Sunday,12:00:00,6,0.117476862,
University Apartments,Sunday,12:30:00,8,0.690176566,
University Apartments,Sunday,13:00:00,13,2.121925826,
University Apartments,Sunday,13:30:00,11,1.549226122,
University Apartments,Sunday,14:00:00,9,0.976526418,
University Apartments,Sunday,14:30:00,12,1.835575974,
University Apartments,Sunday,15:00:00,9,0.976526418,
University Apartments,Sunday,15:30:00,11,1.549226122,
University Apartments,Sunday,16:00:00,10,1.26287627,
University Apartments,Sunday,16:30:00,9,0.976526418,
University Apartments,Sunday,17:00:00,8,0.690176566,
University Apartments,Sunday,17:30:00,6,0.117476862,
University Apartments,Sunday,18:00:00,7,0.403826714,
University Apartments,Sunday,18:30:00,6,0.117476862,
University Apartments,Sunday,19:00:00,6,0.117476862,
University Apartments,Sunday,19:30:00,5,-0.16887299,
University Apartments,Sunday,20:00:00,2,-1.027922545,
University Apartments,Sunday,20:30:00,2,-1.027922545,
University Apartments,Sunday,21:00:00,4,-0.455222841,
University Apartments,Sunday,21:30:00,5,-0.16887299,
University Apartments,Sunday,22:00:00,6,0.117476862,
University Apartments,Sunday,22:30:00,6,0.117476862,
University Apartments,Sunday,23:00:00,9,0.976526418,
University Apartments,Sunday,23:30:00,9,0.976526418,
Wells,Sunday,00:00:00,12,0.430184857,
Wells,Sunday,00:30:00,10,0.095991662,
Wells,Sunday,01:00:00,7,-0.40529813,
Wells,Sunday,01:30:00,6,-0.572394727,
Wells,Sunday,02:00:00,2,-1.240781117,
Wells,Sunday,02:30:00,2,-1.240781117,
Wells,Sunday,03:00:00,2,-1.240781117,
Wells,Sunday,03:30:00,2,-1.240781117,
Wells,Sunday,04:30:00,2,-1.240781117,
Wells,Sunday,05:00:00,2,-1.240781117,
Wells,Sunday,05:30:00,2,-1.240781117,
Wells,Sunday,06:00:00,2,-1.240781117,
Wells,Sunday,06:30:00,2,-1.240781117,
Wells,Sunday,07:00:00,2,-1.240781117,
Wells,Sunday,07:30:00,2,-1.240781117,
Wells,Sunday,08:00:00,2,-1.240781117,
Wells,Sunday,08:30:00,5,-0.739491325,
Wells,Sunday,09:00:00,4,-0.906587922,
Wells,Sunday,09:30:00,6,-0.572394727,
Wells,Sunday,10:00:00,6,-0.572394727,
