center,bldg,floor,time,raw,norm
Briscoe,Gucker,Floor 10,04:30:00,1,-1.147134976
Briscoe,Gucker,Floor 10,05:00:00,1,-1.147134976
Briscoe,Gucker,Floor 10,05:30:00,1,-1.147134976
Briscoe,Gucker,Floor 10,06:00:00,1,-1.147134976
Briscoe,Gucker,Floor 10,06:30:00,1,-1.147134976
Briscoe,Gucker,Floor 10,07:00:00,1,-1.147134976
Briscoe,Gucker,Floor 10,07:30:00,1,-1.147134976
Briscoe,Gucker,Floor 10,08:00:00,3,-0.70700972
Briscoe,Gucker,Floor 10,08:30:00,3,-0.70700972
Briscoe,Gucker,Floor 10,09:00:00,3,-0.70700972
Briscoe,Gucker,Floor 10,09:30:00,3,-0.70700972
Briscoe,Gucker,Floor 10,10:00:00,3,-0.70700972
Briscoe,Gucker,Floor 10,10:30:00,3,-0.70700972
Briscoe,Gucker,Floor 10,11:00:00,6,-0.046821836
Briscoe,Gucker,Floor 10,11:30:00,7,0.173240792
Briscoe,Gucker,Floor 10,12:00:00,6,-0.046821836
Briscoe,Gucker,Floor 10,12:30:00,5,-0.266884464
Briscoe,Gucker,Floor 10,13:00:00,7,0.173240792
Briscoe,Gucker,Floor 10,13:30:00,8,0.39330342
Briscoe,Gucker,Floor 10,14:00:00,10,0.833428676
Briscoe,Gucker,Floor 10,14:30:00,12,1.273553932
Briscoe,Gucker,Floor 10,15:00:00,12,1.273553932
Briscoe,Gucker,Floor 10,15:30:00,12,1.273553932
Briscoe,Gucker,Floor 10,16:00:00,13,1.49361656
Briscoe,Gucker,Floor 10,16:30:00,16,2.153804445
Briscoe,Gucker,Floor 10,17:00:00,14,1.713679188
Briscoe,Gucker,Floor 10,17:30:00,14,1.713679188
Briscoe,Gucker,Floor 10,18:00:00,11,1.053491304
Briscoe,Gucker,Floor 10,18:30:00,9,0.613366048
Briscoe,Gucker,Floor 10,19:00:00,14,1.713679188
Briscoe,Gucker,Floor 10,19:30:00,6,-0.046821836
Briscoe,Gucker,Floor 10,20:00:00,8,0.39330342
Briscoe,Gucker,Floor 10,20:30:00,9,0.613366048
Briscoe,Gucker,Floor 10,21:00:00,6,-0.046821836
Briscoe,Gucker,Floor 10,21:30:00,8,0.39330342
Briscoe,Gucker,Floor 10,22:00:00,12,1.273553932
Briscoe,Gucker,Floor 10,22:30:00,11,1.053491304
Briscoe,Gucker,Floor 10,23:00:00,7,0.173240792
Briscoe,Gucker,Floor 10,23:30:00,7,0.173240792
Briscoe,Gucker,Floor 11,00:00:00,10,0.687684297
Briscoe,Gucker,Floor 11,00:30:00,10,0.687684297
Briscoe,Gucker,Floor 11,01:00:00,7,0.089144261
Briscoe,Gucker,Floor 11,01:30:00,4,-0.509395775
Briscoe,Gucker,Floor 11,02:00:00,2,-0.908422466
Briscoe,Gucker,Floor 11,02:30:00,1,-1.107935812
Briscoe,Gucker,Floor 11,03:00:00,1,-1.107935812
Briscoe,Gucker,Floor 11,03:30:00,0,-1.307449157
Briscoe,Gucker,Floor 11,04:00:00,NaN,NaN
Briscoe,Gucker,Floor 11,04:30:00,0,-1.307449157
Briscoe,Gucker,Floor 11,05:00:00,0,-1.307449157
Briscoe,Gucker,Floor 11,05:30:00,0,-1.307449157
Briscoe,Gucker,Floor 11,06:00:00,0,-1.307449157
Briscoe,Gucker,Floor 11,06:30:00,0,-1.307449157
Briscoe,Gucker,Floor 11,07:00:00,0,-1.307449157
Briscoe,Gucker,Floor 11,07:30:00,0,-1.307449157
Briscoe,Gucker,Floor 11,08:00:00,0,-1.307449157
Briscoe,Gucker,Floor 11,08:30:00,0,-1.307449157
Briscoe,Gucker,Floor 11,09:00:00,2,-0.908422466
Briscoe,Gucker,Floor 11,09:30:00,3,-0.708909121
Briscoe,Gucker,Floor 11,10:00:00,2,-0.908422466
Briscoe,Gucker,Floor 11,10:30:00,3,-0.708909121
Briscoe,Gucker,Floor 11,11:00:00,5,-0.30988243
Briscoe,Gucker,Floor 11,11:30:00,8,0.288657606
Briscoe,Gucker,Floor 11,12:00:00,11,0.887197642
Briscoe,Gucker,Floor 11,12:30:00,16,1.884764369
Briscoe,Gucker,Floor 11,13:00:00,13,1.286224333
Briscoe,Gucker,Floor 11,13:30:00,8,0.288657606
Briscoe,Gucker,Floor 11,14:00:00,9,0.488170951
Briscoe,Gucker,Floor 11,14:30:00,12,1.086710988
Briscoe,Gucker,Floor 11,15:00:00,5,-0.30988243
Briscoe,Gucker,Floor 11,15:30:00,9,0.488170951
Briscoe,Gucker,Floor 11,16:00:00,12,1.086710988
Briscoe,Gucker,Floor 11,16:30:00,14,1.485737678
Briscoe,Gucker,Floor 11,17:00:00,13,1.286224333
Briscoe,Gucker,Floor 11,17:30:00,11,0.887197642
Briscoe,Gucker,Floor 11,18:00:00,9,0.488170951
Briscoe,Gucker,Floor 11,18:30:00,16,1.884764369
Briscoe,Gucker,Floor 11,19:00:00,13,1.286224333
Briscoe,Gucker,Floor 11,19:30:00,9,0.488170951
Briscoe,Gucker,Floor 11,20:00:00,8,0.288657606
Briscoe,Gucker,Floor 11,20:30:00,7,0.089144261
Briscoe,Gucker,Floor 11,21:00:00,8,0.288657606
Briscoe,Gucker,Floor 11,21:30:00,7,0.089144261
Briscoe,Gucker,Floor 11,22:00:00,9,0.488170951
Briscoe,Gucker,Floor 11,22:30:00,9,0.488170951
Briscoe,Gucker,Floor 11,23:00:00,11,0.887197642
Briscoe,Gucker,Floor 11,23:30:00,11,0.887197642
