center,bldg,floor,time,raw,norm
Briscoe,Gucker,Floor 09,16:00:00,30,1.93203715
Briscoe,Gucker,Floor 09,16:30:00,29,1.74206697
Briscoe,Gucker,Floor 09,17:00:00,26,1.17215643
Briscoe,Gucker,Floor 09,17:30:00,26,1.17215643
Briscoe,Gucker,Floor 09,18:00:00,24,0.79221607
Briscoe,Gucker,Floor 09,18:30:00,26,1.17215643
Briscoe,Gucker,Floor 09,19:00:00,25,0.98218625
Briscoe,Gucker,Floor 09,19:30:00,19,-0.15763483
Briscoe,Gucker,Floor 09,20:00:00,20,0.03233535
Briscoe,Gucker,Floor 09,20:30:00,21,0.22230553
Briscoe,Gucker,Floor 09,21:00:00,21,0.22230553
Briscoe,Gucker,Floor 09,21:30:00,21,0.22230553
Briscoe,Gucker,Floor 09,22:00:00,22,0.41227571
Briscoe,Gucker,Floor 09,22:30:00,20,0.03233535
Briscoe,Gucker,Floor 09,23:00:00,22,0.41227571
Briscoe,Gucker,Floor 09,23:30:00,21,0.22230553
Briscoe,Gucker,Floor 10,00:00:00,4,-0.486947092
Briscoe,Gucker,Floor 10,00:30:00,5,-0.266884464
Briscoe,Gucker,Floor 10,01:00:00,1,-1.147134976
Briscoe,Gucker,Floor 10,01:30:00,1,-1.147134976
Briscoe,Gucker,Floor 10,02:00:00,1,-1.147134976
Briscoe,Gucker,Floor 10,02:30:00,2,-0.927072348
Briscoe,Gucker,Floor 10,03:00:00,2,-0.927072348
Briscoe,Gucker,Floor 10,03:30:00,1,-1.147134976
Briscoe,Gucker,Floor 10,04:00:00,NaN,NaN
